,,,,TURNOUT,,,,,,,REJECTED BALLOTS,,,,,,,POSTAL VOTES,,,,,,,,,,,,,,,,,,,AUTHORITY DATA,,,,,,,,,,,,,,
ONS code,Authority,Ward Name,Electorate ,Total number of ballots at count ,Ballot box turnout (inc votes rejected at count),Total number of valid votes counted,Valid vote turnout (all valid votes),Total number of ballots returned by close of poll,Total participation turnout (inc postal votes rejected and votes  rejected at count),,Number of ballot papers rejected or not counted at the count for a) want of official mark,Number of ballot papers rejected at the count for b) voting more than once,Number of ballot papers rejected at the count for c) Writing or mark by which the voter could be identified,Number of ballot papers rejected at the count for d) unmarked or wholly void for uncertainty,Number of ballot papers rejected at the count for e) rejected in part,Total number of ballot papers rejected at the count ,,Number of postal ballot papers issued,Total number of covering envelopes received by RO before the close of poll ,Number of covering envelopes received after close of poll,Number of covering envelopes returned as undelivered ,Number of covering envelopes set aside for verification,Number of postal voting statements rejected following verification -not completed,Number of postal voting statements rejected following verification -personal identifier match,Number of postal votes included in the count,TOTAL marked 'REJECTED',,PV statement rejected (No signature),PV statement rejected (No DoB),PV statement rejected (Both),PV statement rejected (Mismatched signature) ,PV statement rejected (Mismatched DoB) ,PV statement rejected (Mismatched both) ,Ballot paper not returned ,Postal voting statement unreturned ,,Proxies appointed for this election,Emergency proxies  appointed,Waivers were granted for this election,What was the total number of polling stations used?,At what time did counting for ballot papers begin?,At what time did voting for ballot papers end?,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E05001935,Bath & North East Somerset,ABBEY,"4,096","2,660",64.93,"2,637",64.37,"2,666",65.08,,0,2,1,20,0,23,,735,645,2,2,645,5,1,639,22,,50,7,23,74,31,11,356,185,,668,,77,115,08/05/2015 14:00,"19:00 08/05/2015 (The count for one ward was adjourned to 11/05/2015, starting at 14:00 and finishing at 17:00)",,,,,,,,,
E05001936,Bath & North East Somerset,BATHAVON NORTH,"5,769","4,421",76.64,"4,384",76.00,"4,428",76.76,,0,0,0,37,0,37,,"1,168","1,061",1,4,"1,061",1,7,"1,054",30,,,,,,,,,,,,,,,,,,,,,,,,,
E05001937,Bath & North East Somerset,BATHAVON SOUTH,"2,220","1,795",80.87,"1,778",80.10,"1,797",80.96,,0,0,0,17,0,17,,359,326,2,2,326,1,1,324,13,,,,,,,,,,,,,,,,,,,,,,,,,
E05001938,Bath & North East Somerset,BATHAVON WEST,"1,991","1,512",75.92,"1,502",75.42,"1,517",76.17,,0,0,0,10,0,10,,299,258,0,0,258,2,3,253,14,,,,,,,,,,,,,,,,,,,,,,,,,
E05001939,Bath & North East Somerset,BATHWICK,"3,418","2,585",75.62,"2,563",74.98,"2,591",75.80,,0,2,0,20,0,22,,616,542,2,0,542,2,4,536,10,,,,,,,,,,,,,,,,,,,,,,,,,
E05001940,Bath & North East Somerset,CHEW VALLEY NORTH,"1,966","1,536",78.12,"1,521",77.36,"1,541",78.37,,0,0,0,15,0,15,,351,320,2,2,320,2,3,315,11,,,,,,,,,,,,,,,,,,,,,,,,,
E05001941,Bath & North East Somerset,CHEW VALLEY SOUTH,"2,017","1,591",78.90,"1,570",77.86,"1,594",79.05,,0,0,0,21,0,21,,319,288,1,0,288,0,3,285,12,,,,,,,,,,,,,,,,,,,,,,,,,
E05001942,Bath & North East Somerset,CLUTTON,"2,008","1,522",75.82,"1,514",75.42,"1,524",75.92,,0,0,0,8,0,8,,292,241,1,1,241,1,1,239,8,,,,,,,,,,,,,,,,,,,,,,,,,
E05001943,Bath & North East Somerset,COMBE DOWN,"3,997","2,905",72.67,"2,892",72.34,"2,914",72.90,,0,1,0,12,0,13,,687,591,4,3,591,5,4,582,27,,,,,,,,,,,,,,,,,,,,,,,,,
E05001944,Bath & North East Somerset,FARMBOROUGH,"2,096","1,587",75.72,"1,560",74.43,"1,591",75.91,,0,0,0,27,0,27,,364,334,0,0,334,0,4,330,14,,,,,,,,,,,,,,,,,,,,,,,,,
E05001945,Bath & North East Somerset,HIGH LITTLETON,"2,401","1,753",73.01,"1,708",71.14,"1,757",73.18,,0,0,0,45,0,45,,331,294,1,2,294,0,4,290,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05001946,Bath & North East Somerset,KEYNSHAM EAST,"4,502","3,517",78.11,"3,484",77.38,"3,524",78.27,,0,0,0,33,0,33,,"1,094",968,3,2,968,2,7,961,34,,,,,,,,,,,,,,,,,,,,,,,,,
E05001947,Bath & North East Somerset,KEYNSHAM NORTH,"4,130","2,824",68.38,"2,801",67.82,"2,830",68.53,,0,0,0,23,0,23,,810,694,4,2,694,1,5,688,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05001948,Bath & North East Somerset,KEYNSHAM SOUTH,"4,032","2,718",67.40,"2,687",66.63,"2,723",67.52,,0,0,0,31,0,31,,794,677,2,3,677,2,3,672,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05001949,Bath & North East Somerset,KINGSMEAD,"3,917","2,689",68.65,"2,669",68.14,"2,692",68.73,,0,0,0,20,0,20,,679,579,4,4,579,2,1,576,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05001950,Bath & North East Somerset,LAMBRIDGE,"4,260","3,314",77.80,"3,291",77.26,"3,316",77.85,,0,5,0,18,0,23,,722,645,2,3,645,0,2,643,15,,,,,,,,,,,,,,,,,,,,,,,,,
E05001951,Bath & North East Somerset,LANSDOWN,"3,381","2,554",75.55,"2,527",74.75,"2,559",75.70,,0,3,0,24,0,27,,719,632,3,0,632,2,3,627,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05001952,Bath & North East Somerset,LYNCOMBE,"4,399","3,530",80.25,"3,508",79.75,"3,537",80.41,,0,0,0,22,0,22,,908,818,2,2,818,2,5,811,17,,,,,,,,,,,,,,,,,,,,,,,,,
E05001953,Bath & North East Somerset,MENDIP,"2,137","1,613",75.50,"1,581",74.00,"1,617",75.69,,0,0,0,32,0,32,,346,306,0,1,306,2,2,302,15,,,,,,,,,,,,,,,,,,,,,,,,,
E05001954,Bath & North East Somerset,MIDSOMER NORTON NORTH,"4,610","3,197",69.35,"3,155",68.44,"3,208",69.59,,0,0,0,42,0,42,,764,670,1,0,670,4,7,659,40,,,,,,,,,,,,,,,,,,,,,,,,,
E05001955,Bath & North East Somerset,MIDSOMER NORTON REDFIELD,"4,285","2,826",65.96,"2,793",65.19,"2,835",66.17,,0,0,0,33,0,33,,734,650,3,1,650,4,5,641,33,,,,,,,,,,,,,,,,,,,,,,,,,
E05001956,Bath & North East Somerset,NEWBRIDGE,"4,364","3,373",77.30,"3,357",76.93,"3,378",77.41,,0,0,0,16,0,16,,897,802,2,1,802,2,3,797,30,,,,,,,,,,,,,,,,,,,,,,,,,
E05001957,Bath & North East Somerset,ODD DOWN,"4,242","2,893",68.19,"2,887",68.05,"2,896",68.26,,0,0,0,6,0,6,,620,533,3,2,533,2,1,530,8,,,,,,,,,,,,,,,,,,,,,,,,,
E05001958,Bath & North East Somerset,OLDFIELD,"4,205","2,864",68.12,"2,838",67.50,"2,870",68.26,,0,4,0,22,0,26,,586,516,2,2,516,3,3,510,20,,,,,,,,,,,,,,,,,,,,,,,,,
E05001959,Bath & North East Somerset,PAULTON,"4,406","2,773",62.94,"2,740",62.19,"2,780",63.10,,0,0,0,33,0,33,,635,543,1,0,543,3,4,536,26,,,,,,,,,,,,,,,,,,,,,,,,,
E05001960,Bath & North East Somerset,PEASEDOWN,"5,082","3,582",70.49,"3,549",69.84,"3,588",70.61,,0,0,0,33,0,33,,848,738,3,4,738,3,3,732,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05001961,Bath & North East Somerset,PUBLOW & WHITCHURCH,"2,052","1,466",71.42,"1,448",70.54,"1,468",71.52,,0,0,0,18,0,18,,322,277,2,1,277,1,1,275,15,,,,,,,,,,,,,,,,,,,,,,,,,
E05001962,Bath & North East Somerset,RADSTOCK,"4,075","2,672",65.57,"2,641",64.81,"2,674",65.62,,0,0,0,31,0,31,,553,471,2,2,471,1,1,469,19,,,,,,,,,,,,,,,,,,,,,,,,,
E05001963,Bath & North East Somerset,SALTFORD,"3,477","2,689",77.35,"2,667",76.72,"2,701",77.70,,0,0,0,22,0,22,,799,705,6,2,705,4,8,693,30,,,,,,,,,,,,,,,,,,,,,,,,,
E05001964,Bath & North East Somerset,SOUTHDOWN,"4,232","2,805",66.27,"2,796",66.06,"2,809",66.36,,0,0,0,9,0,9,,644,558,3,1,558,2,2,554,23,,,,,,,,,,,,,,,,,,,,,,,,,
E05001965,Bath & North East Somerset,TIMSBURY,"2,125","1,588",74.73,"1,565",73.65,"1,592",74.92,,0,0,0,23,0,23,,337,303,0,0,303,3,1,299,13,,,,,,,,,,,,,,,,,,,,,,,,,
E05001966,Bath & North East Somerset,TWERTON,"3,807","1,957",51.41,"1,939",50.94,"1,961",51.52,,0,0,0,18,0,18,,543,405,0,2,405,3,1,401,20,,,,,,,,,,,,,,,,,,,,,,,,,
E05001967,Bath & North East Somerset,WALCOT,"4,466","3,211",71.90,"3,193",71.50,"3,214",71.97,,0,3,0,15,0,18,,692,606,4,1,606,1,2,603,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05001968,Bath & North East Somerset,WESTFIELD,"4,602","3,005",65.29,"2,981",64.77,"3,016",65.53,,0,0,0,24,0,24,,529,457,3,2,457,6,5,446,24,,,,,,,,,,,,,,,,,,,,,,,,,
E05001969,Bath & North East Somerset,WESTMORELAND,"4,710","3,330",70.70,"3,311",70.30,"3,335",70.81,,0,5,0,14,0,19,,514,450,2,0,450,3,2,445,18,,,,,,,,,,,,,,,,,,,,,,,,,
E05001970,Bath & North East Somerset,WESTON,"4,238","3,155",74.45,"3,146",74.24,"3,157",74.50,,0,1,0,8,0,9,,797,723,6,0,723,1,1,721,16,,,,,,,,,,,,,,,,,,,,,,,,,
E05001971,Bath & North East Somerset,WIDCOMBE,"3,837","2,881",75.09,"2,865",74.67,"2,886",75.22,,0,2,0,14,0,16,,742,657,2,1,657,2,3,652,12,,,,,,,,,,,,,,,,,,,,,,,,,
E05008751,Bedford,Brickhill,"6,642","4,724",71.12,"4,662",70.19,"4,823",72.61,,0,0,0,62,0,62,,"1,416","1,272",0,2,"1,272",33,30,"1,173",99,,57,101,271,584,143,93,228,105,,290,13,207,134,10:00,14:30,,,,,,,,,
E05008752,Bedford,Bromham & Biddenham,"5,825","3,822",65.61,"3,763",64.60,"3,894",66.85,,0,1,0,58,0,59,,887,784,2,0,784,21,24,712,72,,,,,,,,,,,,,,,,,,,,,,,,,
E05008753,Bedford,Castle,"5,706","3,437",60.23,"3,405",59.67,"3,519",61.67,,0,4,0,28,0,32,,917,764,2,0,764,20,41,682,82,,,,,,,,,,,,,,,,,,,,,,,,,
E05008754,Bedford,Cauldwell,"6,849","3,575",52.20,"3,532",51.57,"3,655",53.37,,0,5,0,38,0,43,,871,699,0,2,699,17,50,619,80,,,,,,,,,,,,,,,,,,,,,,,,,
E05008755,Bedford,Clapham,"3,454","2,328",67.40,"2,304",66.71,"2,352",68.09,,0,8,0,16,0,24,,466,399,0,0,399,9,15,375,24,,,,,,,,,,,,,,,,,,,,,,,,,
E05008756,Bedford,De Parys,"5,142","3,288",63.94,"3,242",63.05,"3,353",65.21,,0,8,0,38,0,46,,"1,036",879,3,1,879,18,28,814,65,,,,,,,,,,,,,,,,,,,,,,,,,
E05008757,Bedford,Eastcotts,"2,766","1,718",62.11,"1,687",60.99,"1,756",63.49,,0,2,0,29,0,31,,412,352,2,0,352,13,12,314,38,,,,,,,,,,,,,,,,,,,,,,,,,
E05008758,Bedford,Elstow,"3,203","2,042",63.75,"2,020",63.07,"2,070",64.63,,0,5,0,17,0,22,,489,425,0,0,425,8,17,397,28,,,,,,,,,,,,,,,,,,,,,,,,,
E05008759,Bedford,Goldington,"6,513","3,907",59.99,"3,868",59.39,"3,963",60.85,,0,0,0,39,0,39,,"1,024",881,1,0,881,24,22,825,56,,,,,,,,,,,,,,,,,,,,,,,,,
E05008760,Bedford,Great Barford,"6,240","4,511",72.29,"4,412",70.71,"4,597",73.67,,0,3,0,96,0,99,,"1,094",970,0,0,970,22,28,884,86,,,,,,,,,,,,,,,,,,,,,,,,,
E05008761,Bedford,Harpur,"5,847","2,975",50.88,"2,943",50.33,"3,037",51.94,,0,2,0,30,0,32,,868,661,3,2,661,20,28,599,62,,,,,,,,,,,,,,,,,,,,,,,,,
E05008762,Bedford,Harrold,"3,185","2,376",74.60,"2,362",74.16,"2,422",76.04,,12,2,0,0,0,14,,515,463,0,0,463,23,19,417,46,,,,,,,,,,,,,,,,,,,,,,,,,
E05008763,Bedford,Kempston Central & East,"5,396","3,310",61.34,"3,269",60.58,"3,362",62.31,,0,5,0,34,2,41,,869,706,4,2,706,8,31,654,52,,,,,,,,,,,,,,,,,,,,,,,,,
E05008764,Bedford,Kempston North,"2,975","1,897",63.76,"1,848",62.12,"1,920",64.54,,0,15,0,34,0,49,,427,351,0,0,351,10,8,328,23,,,,,,,,,,,,,,,,,,,,,,,,,
E05008765,Bedford,Kempston Rural,"4,327","2,996",69.24,"2,957",68.34,"3,031",70.05,,0,2,0,37,0,39,,618,518,2,0,518,13,12,483,35,,,,,,,,,,,,,,,,,,,,,,,,,
E05008766,Bedford,Kempston South,"3,257","2,176",66.81,"2,121",65.12,"2,200",67.55,,0,13,0,42,0,55,,436,373,0,1,373,4,14,349,24,,,,,,,,,,,,,,,,,,,,,,,,,
E05008767,Bedford,Kempston West,"3,690","2,266",61.41,"2,245",60.84,"2,304",62.44,,0,8,0,13,0,21,,486,393,0,0,393,10,19,355,38,,,,,,,,,,,,,,,,,,,,,,,,,
E05008768,Bedford,Kingsbrook,"6,686","3,664",54.80,"3,628",54.26,"3,722",55.67,,0,5,0,31,0,36,,839,688,2,0,688,17,31,630,58,,,,,,,,,,,,,,,,,,,,,,,,,
E05008769,Bedford,Newnham,"5,742","3,980",69.31,"3,940",68.62,"4,042",70.39,,0,7,0,33,0,40,,996,880,4,0,880,21,31,818,62,,,,,,,,,,,,,,,,,,,,,,,,,
E05008770,Bedford,Oakley,"2,982","2,328",78.07,"2,317",77.70,"2,356",79.01,,0,3,0,8,0,11,,403,359,0,0,359,17,7,331,28,,,,,,,,,,,,,,,,,,,,,,,,,
E05008771,Bedford,Putnoe,"6,105","4,488",73.51,"4,444",72.79,"4,543",74.41,,0,0,0,44,0,44,,"1,344","1,211",0,1,"1,211",18,27,"1,156",55,,,,,,,,,,,,,,,,,,,,,,,,,
E05008772,Bedford,Queens Park,"5,997","3,893",64.92,"3,835",63.95,"4,081",68.05,,0,24,0,34,0,58,,"1,897","1,711",0,2,"1,711",20,156,"1,523",188,,,,,,,,,,,,,,,,,,,,,,,,,
E05008773,Bedford,Riseley,"2,793","2,112",75.62,"2,084",74.62,"2,138",76.55,,0,3,0,25,0,28,,382,318,4,1,318,6,19,292,26,,,,,,,,,,,,,,,,,,,,,,,,,
E05008774,Bedford,Sharnbrook,"3,252","2,484",76.38,"2,453",75.43,"2,504",77.00,,0,6,0,25,0,31,,461,400,0,1,400,13,5,380,20,,,,,,,,,,,,,,,,,,,,,,,,,
E05008775,Bedford,Wilshamstead,"3,486","2,372",68.04,"2,339",67.10,"2,399",68.82,,0,0,0,33,0,33,,490,407,0,0,407,7,11,380,27,,,,,,,,,,,,,,,,,,,,,,,,,
E05008776,Bedford,Wootton,"3,724","2,642",70.95,"2,613",70.17,"2,655",71.29,,0,14,0,15,0,29,,550,459,0,1,459,6,6,446,13,,,,,,,,,,,,,,,,,,,,,,,,,
E05008777,Bedford,Wyboston,"3,065","2,244",73.21,"2,202",71.84,"2,271",74.09,,0,1,0,41,0,42,,434,380,0,0,380,8,12,353,27,,,,,,,,,,,,,,,,,,,,,,,,,
E05001620,Blackburn with Darwen,Audley,"5,966","3,617",60.63,"3,547",59.45,"3,792",63.56,,0,0,19,51,0,70,,"1,198","1,100",5,1,"1,073",6,92,925,124,,44,7,31,684,248,102,149,176,,207,17,102,79,22:00,15:00,,,,,,,,,
E05001621,Blackburn with Darwen,Bastwell,"5,252","3,433",65.37,"3,394",64.62,"3,603",68.60,,23,0,0,16,0,39,,"1,374","1,231",6,0,"1,211",4,121,"1,061",145,,,,,,,,,,,,,,,,,,,,,,,,,
E05001622,Blackburn with Darwen,Beardwood With Lammack,"4,649","3,278",70.51,"3,228",69.43,"3,355",72.17,,14,6,0,30,0,50,,"1,190","1,072",4,0,"1,067",5,42,995,52,,,,,,,,,,,,,,,,,,,,,,,,,
E05001623,Blackburn with Darwen,Corporation Park,"5,051","3,036",60.11,"2,964",58.68,"3,174",62.84,,17,15,1,39,0,72,,953,835,3,0,824,7,97,697,118,,,,,,,,,,,,,,,,,,,,,,,,,
E05001624,Blackburn with Darwen,Earcroft,"3,267","1,793",54.88,"1,770",54.18,"1,827",55.92,,12,2,0,9,0,23,,539,451,0,2,437,2,14,417,30,,,,,,,,,,,,,,,,,,,,,,,,,
E05001626,Blackburn with Darwen,Ewood,"4,849","2,440",50.32,"2,361",48.69,"2,496",51.47,,57,0,0,22,0,79,,742,663,1,3,644,1,20,607,40,,,,,,,,,,,,,,,,,,,,,,,,,
E05001627,Blackburn with Darwen,Fernhurst,"4,318","2,927",67.79,"2,918",67.58,"2,981",69.04,,4,2,0,3,0,9,,827,733,2,1,719,2,35,679,51,,,,,,,,,,,,,,,,,,,,,,,,,
E05001628,Blackburn with Darwen,Higher Croft,"5,402","2,789",51.63,"2,780",51.46,"2,869",53.11,,4,1,1,3,0,9,,856,759,2,1,740,2,34,679,56,,,,,,,,,,,,,,,,,,,,,,,,,
E05001629,Blackburn with Darwen,Little Harwood,"4,861","3,078",63.32,"3,063",63.01,"3,169",65.19,,0,5,9,1,0,15,,"1,093",930,0,0,924,2,64,839,72,,,,,,,,,,,,,,,,,,,,,,,,,
E05001630,Blackburn with Darwen,Livesey With Pleasington,"5,405","3,887",71.91,"3,853",71.29,"3,958",73.23,,0,6,0,28,0,34,,"1,220","1,115",1,1,"1,111",7,30,"1,044",44,,,,,,,,,,,,,,,,,,,,,,,,,
E05001631,Blackburn with Darwen,Marsh House,"4,789","3,015",62.96,"3,009",62.83,"3,079",64.29,,3,0,0,3,0,6,,"1,021",858,1,1,837,6,28,794,54,,,,,,,,,,,,,,,,,,,,,,,,,
E05001632,Blackburn with Darwen,Meadowhead,"4,383","2,669",60.89,"2,616",59.69,"2,733",62.35,,0,0,0,53,0,53,,835,733,1,4,718,1,24,669,39,,,,,,,,,,,,,,,,,,,,,,,,,
E05001633,Blackburn with Darwen,Mill Hill,"4,223","2,194",51.95,"2,177",51.55,"2,241",53.07,,12,0,0,5,0,17,,638,566,0,1,562,3,29,519,36,,,,,,,,,,,,,,,,,,,,,,,,,
E05001634,Blackburn with Darwen,North Turton With Tockholes,"3,549","2,759",77.74,"2,721",76.67,"2,781",78.36,,0,4,0,34,0,38,,768,643,7,1,643,3,19,621,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05001635,Blackburn with Darwen,Queens Park,"4,361","2,362",54.16,"2,272",52.10,"2,464",56.50,,0,0,32,58,0,90,,873,754,0,5,744,4,56,652,70,,,,,,,,,,,,,,,,,,,,,,,,,
E05001636,Blackburn with Darwen,Roe Lee,"4,730","3,046",64.40,"3,026",63.97,"3,111",65.77,,0,0,0,20,0,20,,"1,006",899,3,0,887,5,27,834,45,,,,,,,,,,,,,,,,,,,,,,,,,
E05001637,Blackburn with Darwen,Shadsworth With Whitebirk,"5,613","2,582",46.00,"2,568",45.75,"2,652",47.25,,12,2,0,0,0,14,,824,700,2,3,689,3,38,630,52,,,,,,,,,,,,,,,,,,,,,,,,,
E05001638,Blackburn with Darwen,Shear Brow,"5,312","3,513",66.13,"3,466",65.25,"3,678",69.24,,27,5,0,15,0,47,,"1,370","1,213",6,0,"1,209",5,120,"1,048",130,,,,,,,,,,,,,,,,,,,,,,,,,
E05001639,Blackburn with Darwen,Sudell,"4,907","2,634",53.68,"2,626",53.52,"2,700",55.02,,0,0,0,8,0,8,,781,661,0,0,647,2,35,595,51,,,,,,,,,,,,,,,,,,,,,,,,,
E05001640,Blackburn with Darwen,Sunnyhurst,"4,723","3,040",64.37,"3,030",64.15,"3,099",65.62,,3,1,0,6,0,10,,925,751,6,3,741,5,41,692,56,,,,,,,,,,,,,,,,,,,,,,,,,
E05001641,Blackburn with Darwen,Wensley Fold,"4,851","2,561",52.79,"2,475",51.02,"2,680",55.25,,60,0,0,26,0,86,,"1,122",978,1,2,968,7,68,859,88,,,,,,,,,,,,,,,,,,,,,,,,,
E05001643,Blackpool,Anchorsholme,"5,187","3,487",67.23,"3,469",66.88,"3,580",69.02,,0,2,1,13,2,18,,"1,548","1,419",3,3,"1,419",0,21,"1,326",5,,19,0,14,106,83,144,28,28,,149,10,90,97,12:30,18:20,,,,,,,,,
E05001644,Blackpool,Bispham,"4,960","3,274",66.01,"3,253",65.58,"3,288",66.29,,0,1,0,20,0,21,,"1,538","1,245",5,3,"1,245",5,9,"1,231",7,,,,,,,,,,,,,,,,,,,,,,,,,
E05001645,Blackpool,Bloomfield,"4,432","2,014",45.44,"2,008",45.31,"2,051",46.28,,0,3,1,2,0,6,,703,578,0,2,578,0,11,541,4,,,,,,,,,,,,,,,,,,,,,,,,,
E05001646,Blackpool,Brunswick,"4,622","2,398",51.88,"2,387",51.64,"2,458",53.18,,0,1,0,10,0,11,,929,781,3,5,781,4,21,721,4,,,,,,,,,,,,,,,,,,,,,,,,,
E05001647,Blackpool,Claremont,"4,918","2,402",48.84,"2,395",48.70,"2,448",49.78,,0,0,0,7,0,7,,997,818,4,7,818,3,7,772,2,,,,,,,,,,,,,,,,,,,,,,,,,
E05001648,Blackpool,Clifton,"5,033","2,724",54.12,"2,702",53.69,"2,773",55.10,,0,0,0,22,0,22,,"1,390","1,180",1,2,"1,180",0,26,"1,131",2,,,,,,,,,,,,,,,,,,,,,,,,,
E05001649,Blackpool,Greenlands,"5,241","3,191",60.89,"3,169",60.47,"3,231",61.65,,0,1,1,19,1,22,,"1,501","1,303",0,2,"1,303",0,17,"1,263",8,,,,,,,,,,,,,,,,,,,,,,,,,
E05001650,Blackpool,Hawes Side,"5,100","2,674",52.43,"2,655",52.06,"2,719",53.31,,0,3,0,16,0,19,,"1,221","1,017",3,5,"1,017",0,6,972,0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001651,Blackpool,Highfield,"5,109","3,144",61.54,"3,125",61.17,"3,167",61.99,,0,1,0,18,0,19,,"1,526","1,213",2,4,"1,213",1,22,"1,190",7,,,,,,,,,,,,,,,,,,,,,,,,,
E05001652,Blackpool,Ingthorpe,"5,058","3,178",62.83,"3,153",62.34,"3,250",64.25,,0,3,0,21,1,25,,"1,522","1,340",2,1,"1,340",0,20,"1,268",1,,,,,,,,,,,,,,,,,,,,,,,,,
E05001653,Blackpool,Layton,"4,911","2,824",57.50,"2,807",57.16,"2,828",57.59,,0,3,0,14,0,17,,"1,237","1,007",2,4,"1,007",0,11,"1,003",4,,,,,,,,,,,,,,,,,,,,,,,,,
E05001654,Blackpool,Marton,"5,143","3,164",61.52,"3,139",61.03,"3,309",64.34,,0,2,0,23,0,25,,"1,404","1,277",1,3,"1,277",4,18,"1,132",5,,,,,,,,,,,,,,,,,,,,,,,,,
E05001655,Blackpool,Norbreck,"5,133","3,540",68.97,"3,523",68.63,"3,564",69.43,,0,4,0,13,0,17,,"1,625","1,420",0,5,"1,420",0,21,"1,396",1,,,,,,,,,,,,,,,,,,,,,,,,,
E05001656,Blackpool,Park,"5,233","2,884",55.11,"2,857",54.60,"2,958",56.53,,0,3,1,23,0,27,,"1,225","1,044",4,5,"1,044",3,27,970,5,,,,,,,,,,,,,,,,,,,,,,,,,
E05001657,Blackpool,Squires Gate,"4,812","2,999",62.32,"2,984",62.01,"3,033",63.03,,0,1,0,14,0,15,,"1,271","1,069",2,4,"1,069",0,15,"1,035",1,,,,,,,,,,,,,,,,,,,,,,,,,
E05001658,Blackpool,Stanley,"5,183","3,286",63.40,"3,276",63.21,"3,361",64.85,,0,1,0,9,0,10,,"1,450","1,292",5,4,"1,292",5,19,"1,217",3,,,,,,,,,,,,,,,,,,,,,,,,,
E05001659,Blackpool,Talbot,"4,644","2,363",50.88,"2,356",50.73,"2,410",51.89,,0,0,0,7,0,7,,945,797,3,8,797,3,15,750,5,,,,,,,,,,,,,,,,,,,,,,,,,
E05001660,Blackpool,Tyldesley,"4,953","2,744",55.40,"2,725",55.02,"2,809",56.71,,0,1,1,17,0,19,,"1,205","1,042",2,6,"1,042",0,14,977,7,,,,,,,,,,,,,,,,,,,,,,,,,
E05001661,Blackpool,Victoria,"4,891","2,526",51.65,"2,514",51.40,"2,534",51.81,,0,3,0,8,1,12,,"1,004",789,2,1,789,1,7,781,6,,,,,,,,,,,,,,,,,,,,,,,,,
E05001662,Blackpool,Warbreck,"4,749","2,991",62.98,"2,979",62.73,"3,007",63.32,,0,0,0,12,0,12,,"1,219","1,043",3,5,"1,043",1,12,"1,027",0,,,,,,,,,,,,,,,,,,,,,,,,,
E05001663,Blackpool,Waterloo,"4,642","2,734",58.90,"2,720",58.60,"2,784",59.97,,0,1,0,13,0,14,,"1,115",942,2,3,942,3,14,892,6,,,,,,,,,,,,,,,,,,,,,,,,,
E05002113,Bournemouth,Boscombe East,"8,049","4,652",57.80,"4,627",57.49,"4,682",58.17,,0,2,0,23,0,25,,"1,036",853,1,5,853,2,18,823,10,,26,7,7,154,137,29,18,187,,80,48,83,73,14:00,11:30,,,,,,,,,
E05002114,Bournemouth,Boscombe West,"7,303","3,260",44.64,"3,255",44.57,"3,286",45.00,,0,4,0,1,0,5,,828,639,2,4,639,3,13,613,10,,,,,,,,,,,,,,,,,,,,,,,,,
E05002115,Bournemouth,Central,"7,390","3,701",50.08,"3,673",49.70,"3,726",50.42,,0,5,0,23,0,28,,934,740,3,3,740,3,12,715,10,,,,,,,,,,,,,,,,,,,,,,,,,
E05002116,Bournemouth,East Cliff & Springbourne,"9,359","4,652",49.71,"4,620",49.36,"4,697",50.19,,0,5,0,27,0,32,,"1,262",987,3,7,987,1,34,942,10,,,,,,,,,,,,,,,,,,,,,,,,,
E05002117,Bournemouth,East Southbourne & Tuckton,"8,108","5,687",70.14,"5,653",69.72,"5,715",70.49,,0,1,1,32,0,34,,"1,258","1,090",2,2,"1,090",2,11,"1,062",15,,,,,,,,,,,,,,,,,,,,,,,,,
E05002118,Bournemouth,Kinson North,"7,780","4,320",55.53,"4,309",55.39,"4,357",56.00,,0,3,0,8,0,11,,"1,066",898,2,2,898,4,19,861,14,,,,,,,,,,,,,,,,,,,,,,,,,
E05002119,Bournemouth,Kinson South,"7,664","3,842",50.13,"3,818",49.82,"3,866",50.44,,0,2,0,22,0,24,,885,757,1,1,757,1,15,733,8,,,,,,,,,,,,,,,,,,,,,,,,,
E05002120,Bournemouth,Littledown & Iford,"7,539","5,147",68.27,"5,102",67.67,"5,173",68.62,,0,5,0,40,0,45,,"1,239","1,077",1,3,"1,077",2,13,"1,051",11,,,,,,,,,,,,,,,,,,,,,,,,,
E05002121,Bournemouth,Moordown,"7,563","4,764",62.99,"4,732",62.57,"4,779",63.19,,3,0,0,29,0,32,,845,702,2,0,702,1,9,687,5,,,,,,,,,,,,,,,,,,,,,,,,,
E05002122,Bournemouth,Queens Park,"8,242","4,677",56.75,"4,639",56.28,"4,698",57.00,,0,3,0,35,0,38,,"1,139",912,10,9,912,2,12,891,7,,,,,,,,,,,,,,,,,,,,,,,,,
E05002123,Bournemouth,Redhill & Northbourne,"7,759","5,026",64.78,"5,001",64.45,"5,051",65.10,,0,4,0,21,0,25,,"1,161","1,008",0,1,"1,008",1,16,983,8,,,,,,,,,,,,,,,,,,,,,,,,,
